id,name,serving_sie,calorie,carbohydrate,protein,fat
2012,"떡, 메밀전병 ",100,168,21.6,6.2,6.3
2013,"떡, 송편(깨) ",100,224,45,4.9,2.7
2014,"떡, 송편(콩) ",100,194,41.7,5.2,0.7
2015,"떡, 수수부꾸미",100,248,42.1,5.7,6.3
2016,"떡, 수수팥떡 ",100,204,43,6.7,0.6
2017,"떡, 쑥떡     ",100,249,57.9,3.4,0.4
2018,"떡,경단(깨)  ",100,319,74.2,4.4,0.5
2019,"떡,경단(콩)  ",100,314,74,3.5,0.5
2020,"떡,기피편    ",100,220,49,5.4,0.2
2021,모듬옥수수,130,127.26,15,9.85,3.61
2022,모듬찰떡,100,222.91,47.38,5.71,1.17
2023,모듬찰떡(강원도),100,222,45.99,5.67,1.73
2024,모듬찰떡(경기도),100,214,47.15,5.55,0.37
2025,모듬찰떡(경상도),100,226,48.67,5.06,1.29
2026,모듬찰떡(서울),100,220,46.74,6.36,0.86
2027,모듬찰떡(전라도),100,227,46.93,6.46,1.55
2028,모듬찰떡(충청도),100,227,48.84,5.19,1.21
2029,무지개떡,100,228.97,53.01,3.53,0.31
2030,무지개떡(강원도),100,217,50.74,3.18,0.12
2031,무지개떡(경기도),100,227,53.03,3.29,0.19
2032,무지개떡(경상도),100,228,52.7,3.57,0.33
2033,무지개떡(서울),100,228,53.32,3.57,0.06
2034,무지개떡(전라도),100,236,53.44,3.9,0.74
2035,무지개떡(충청도),100,238,54.84,3.68,0.44
2036,백설기,70,159.79,36.75,2.55,0.29
2037,백설기,70,139.65,31.85,2.45,0
2038,백설기(강원도),100,232,53.63,3.66,0.27
2039,백설기(경기도),100,218,50.96,3.38,0.06
2040,백설기(경상도),100,234,51.88,3.64,1.32
2041,백설기(서울),100,228,52.87,3.57,0.24
2042,백설기(전라도),100,225,51.25,4.09,0.44
2043,백설기(충청도),100,233,54.46,3.5,0.12
2044,시루떡,100,217.48,47.54,5.47,0.61
2045,시루떡(강원도),100,219,49.2,4.78,0.37
2046,시루떡(경기도),100,205,44.26,5.69,0.58
2047,시루떡(경상도),100,216,48.66,4.7,0.33
2048,시루떡(서울),100,217,46.66,6.7,0.36
2049,시루떡(전라도),100,238,51.64,4.91,1.34
2050,시루떡(충청도),100,209,44.81,6.01,0.65
2051,약식,100,244.38,52.33,3.71,2.24
2052,약식(강원도),100,248,52.62,3.44,2.66
2053,약식(경기도),100,245,52.58,3.29,2.38
2054,약식(경상도),100,242,52.24,3.96,1.95
2055,약식(서울),100,241,52.21,4.45,1.57
2056,약식(전라도),100,248,53,3.44,2.42
2057,약식(충청도),100,242,51.36,3.66,2.49
2058,인절미,100,220.95,45.39,5.65,1.86
2059,인절미(강원도),100,188,37.69,5.32,1.75
2060,인절미(경기도),100,224,46.54,5.3,1.81
2061,인절미(경상도),100,230,47.23,6.07,1.84
2062,인절미(서울),100,224,45.76,6.79,1.54
2063,인절미(전라도),100,235,48.45,5.01,2.33
2064,인절미(충청도),100,226,46.7,5.43,1.9
2065,절편,100,192.89,43.94,3.64,0.28
2066,절편(강원도),100,192,44.17,3.41,0.22
2067,절편(경기도),100,192,43.3,4.47,0.1
2068,절편(경상도),100,184,42.31,3.33,0.14
2069,절편(서울),100,196,45.1,3.53,0.17
2070,절편(전라도),100,202,44.74,3.76,0.92
2071,절편(충청도),100,191,44.01,3.35,0.16
2072,증편,100,192.73,44.83,2.66,0.3
2073,증편(강원도),100,197,45.88,2.94,0.2
2074,증편(경기도),100,197,45.63,2.82,0.39
2075,증편(경상도),100,187,43.48,3.03,0.16
2076,증편(서울),100,193,44.97,2.53,0.36
2077,증편(전라도),100,189,44.01,2.51,0.36
2078,증편(충청도),100,192,45.03,2.16,0.35
2079,찹쌀떡,100,276.87,65.61,3.27,0.15
2080,찹쌀떡(강원도),100,292,69.87,3.08,0.07
2081,찹쌀떡(경기도),100,272,63.77,3.73,0.21
2082,찹쌀떡(경상도),100,233,54.06,3.9,0.17
2083,찹쌀떡(서울),100,293,69.76,3.5,0.04
2084,찹쌀떡(전라도),100,289,69.12,2.77,0.11
2085,찹쌀떡(충청도),100,282,67.07,2.61,0.31
2086,초당순두부(강릉),900,522.69,15.76,49.12,29.24
2087,닭고기 양배추 쌈,184,193.7,8.92,14.7,11.33
2088,참치 소고기 양상추 쌈,120,180.72,24.79,9.31,5.26
2089,낙지강회,104,51.65,6.93,6.68,0.46
2090,대구포,100,141,2.3,32,0.4
2091,"돼지고기, 머리고기",100,324.88,1.74,21.22,26
2092,북어포       ,20,66.4,0.32,15.42,0.38
2093,어묵,30,12.72,0.84,0.84,0.66
2094,육회,150,229.91,14.1,22.38,9.33
2095,육회(강원도),150,234,9.16,24.88,10.87
2096,육회(경기도),150,264,11.04,24.45,13.49
2097,육회(경상도),150,198,11.39,21.38,7.42
2098,육회(서울),150,259.5,16.61,24.29,10.57
2099,육회(전라도),150,225,20.62,19.91,7.03
2100,육회(충청도),150,199.5,15.77,19.35,6.61
2101,1955 버거,244,1246.84,0,65.88,0
2102,2014 랏츠버거,220,1132.01,0,50.03,0
2103,辛리브샌드,188,903.06,0,38.82,0
2104,갈릭스테이크하우스버거,100,208.78,0,12.62,0
2105,그릴디럭스버거,200,773.4,0,51.64,0
2106,그릴맥스버거,263,1298.93,0,62.36,0
2107,"닭고기,살코기, 치킨텐더즈(4pieces)(버거킹)",100,290,0,17.7,17.7
2108,"닭고기,살코기, 치킨텐더즈(6pieces)(버거킹)",100,299,0,18.2,18.2
2109,"닭고기,살코기, 치킨텐더즈(9pieces)(버거킹)",100,285,0,17.9,17.9
2110,더불치즈버거,100,270.23,0,16.32,0
2111,더불치즈와퍼,100,274.49,0,16.69,0
2112,더블 디럭스 슈프림버거,272,1398.08,0,57.12,0
2113,더블 쿼터파운더치즈,100,262.04,0,18.57,0
2114,더블치즈버거,164,739.64,0,42.64,0
2115,데리버거,132,453.13,0,16.74,0
2116,디럭스 슈프림 버거,197,772.24,0,29.55,0
2117,디럭스 치즈버거,171,603.63,0,29.07,0
2118,라이스버거(불고기),225,1124.84,0,43.38,0
2119,랏츠버거,100,295.24,0,13.88,0
2120,레이디샌드위치,215,971.8,105.35,47.94,39.34
2121,로스트 갈릭버거,153,638.55,61.4,24.39,32.82
2122,로얄그릴드 치킨버거,100,192.11,0,13.27,0
2123,리치버거,173,800.99,0,32.87,0
2124,맥더블,150,603,0,34.5,0
2125,맥스파이시 더블 케이준 버거,256,1374.72,0,64,0
2126,맥스파이시 상하이 디럭스,240,1147.2,0,62.4,0
2127,맥스파이시 상하이 버거,228,1014.6,0,52.44,0
2128,맥스파이시 케이준 버거,200,796,0,32,0
2129,맥치킨,163,609.62,0,24.45,0
2130,맥치킨버거,163,612.88,0,26.08,0
2131,미니언 슈비 버거,245,1104.95,0,49,0
2132,바베큐 불고기 버거,164,677.32,0,26.24,0
2133,베이컨 토마토 디럭스버거,242,1246.3,0,65.34,0
2134,베이컨갈릭징거버거,232,1036.13,0,54.18,0
2135,불갈비버거,162,645.84,64.95,27.95,30.47
2136,불고기버거,100,294.08,0,12.35,0
2137,불고기버거,167,641.28,78.49,20.88,26.72
2138,불고기버거,155,621.55,0,26.35,0
2139,불고기버거,154,601,0,26.52,0
2140,불고기와퍼쥬니어,158,601.13,56.42,28.71,28.96
2141,불고기치킨 크리스피 버거,100,302.49,0,10,0
2142,불고기크리스피치킨버거,140,617.4,57.4,22.4,33.6
2143,불새버거,191,937.03,0,38.07,0
2144,빅맥,213,1086.3,0,55.38,0
2145,"빵,크로아쌍, 소시지크라상(버거킹)",100,349,2.6,11.8,27
2146,"사이다,사이다, 사이다(R)(버거킹)",100,165,17.6,0,0
2147,상하이 스파이스 치킨 버거,100,208.76,0,12.43,0
2148,새우버거,162,484.84,0,14.92,0
2149,새우버거,158,664.71,0,22.22,0
2150,"소스류,머스터드소스, HoneyMustard(버거킹)",100,321,0,0,21.4
2151,쉬림프징거버거,154,687.29,78.5,17.55,33.68
2152,스위피버거,159,674.16,71.55,23.37,32.12
2153,스파이시 텐더크리스피 버거,100,275.85,0,9.96,0
2154,싱글즈불고기 버거,140,519.03,50.04,23.58,24.95
2155,야채라이스불고기,100,222.94,0,7.58,0
2156,"양파링튀긴것,양파링튀긴것, 어니언링(L)(버거킹)",100,397,4.6,5.3,19.9
2157,"양파링튀긴것,양파링튀긴것, 어니언링(R)(버거킹)",100,404,4.3,5.3,20.2
2158,어린이불고기버거,136,503.3,53.55,24.38,21.29
2159,"오렌지쥬스,농축과즙, 오렌지주스(버거킹)",100,150,11,0.7,0
2160,오징어버거,140,485.24,0,20.72,0
2161,와일드쉬림프버거,203,1073.51,0,31.84,0
2162,와퍼주니어,158,630.42,52.14,26.86,34.76
2163,우리한우버거,100,204.2,0,8.68,0
2164,울트라치킨,206,951.72,0,28.84,0
2165,자이언트더블버거,198,973.68,0,45.42,0
2166,징거버거,203,766.67,0,41.89,0
2167,치즈버거,114,345.42,0,18.24,0
2168,치즈버거,133,486.78,42.56,25.27,23.94
2169,치즈버거,143,507.08,0,21.86,0
2170,치즈징거버거,216,847.64,0,48.98,0
2171,치킨버거,140,514.29,0,24.17,0
2172,치킨불고기버거,160,499.63,0,22.12,0
2173,치킨휠레샌드위치,100,193.16,0,13.57,0
2174,"커피,여과액, 커피(버거킹)",100,160,0.3,0,0
2175,케이준통샌드위치,100,237.34,0,15.98,0
2176,"콜라,다이어트콜라, 다이어트(R)(버거킹)",100,4,0.3,0,0
2177,"콜라,일반콜라, 코카콜라(R)(버거킹)",100,150,18.6,0,0
2178,쿼터파운더치즈,100,266.48,0,16.68,0
2179,쿼터파운더치즈버거,197,1030.31,0,61.07,0
2180,타바스코맛샌드위치,155,494.45,55.8,40.61,11.78
2181,텐더그릴치킨,173,646.33,0,26.93,0
2182,텐더그릴치킨버거,100,219.36,0,11.3,0
2183,토마토 치즈버거,181,655.22,0,30.77,0
2184,"토마토케첩,토마토케첩, 케첩(버거킹)",100,107,0,0,0
2185,통새우버거,100,199.59,0,6.7,0
2186,트위스터,169,664.9,61.41,27.7,34.27
2187,"파이,사과파이, 애플파이(버거킹)",100,266,19.5,2.7,13.3
2188,한우불고기주니어,180,734.62,0,31.74,0
2189,핫크리스피버거,190,955.7,0,41.8,0
2190,"해쉬브라운,해쉬브라운, 해쉬브라운(버거킹)",100,320,0,2.7,20
2191,햄버거,100,254,0,13,0
2192,햄버거,121,370.26,38.72,20.57,14.52
2193,"햄버거,일반버거, 더블와퍼(버거킹)",100,264,2.3,14,16.9
2194,"햄버거,일반버거, 와퍼(버거킹)",100,244,3,10.7,14.8
2195,"햄버거,일반버거, 와퍼쥬니어(버거킹)",100,253,3.2,12,15.2
2196,"햄버거,일반버거, 햄버거(버거킹)",100,267,3.3,15.8,12.5
2197,"햄버거,치즈버거, 베이컨더블치즈버거(버거킹)",100,301,2.4,19.9,18.4
2198,"햄버거,치즈버거, 치즈버거(버거킹)",100,271,3,15.8,14.3
2199,"햄버거,치즈버거, 치즈와퍼햄버거(버거킹)",100,258,2.7,11.9,16.3
2200,"햄버거,치킨버거, 치킨버거(버거킹)",100,310,1.7,11.4,18.8
2201,"햄버거,치킨버거, 치킨와퍼(버거킹)",100,215,2,11.7,10.5
2202,"햄버거,휘시버거, BK휘시휠레햄버거(버거킹)",100,286,1.6,9.1,17.1
2203,"후렌치후라이,가공품, 일반,후렌치후라이(L)(버거킹)",100,347,0,2.9,17.6
2204,"후렌치후라이,가공품, 일반,후렌치후라이(R)(버거킹)",100,345,0,2.6,18.1
2205,휠레샌드위치,195,764.4,62.4,41.53,38.61
2206,2in1(한우불고기+밤스위트골드) F,169,737.26,0,47.02,0
2207,2in1(한우불고기+밤스위트골드) L,156,662.84,0,39.89,0
2208,2in1(한우불고기+밤스위트골드) R,117,382.55,0,23.45,0
2209,SOME(썸)  로스트 치킨파오(L),195,811.2,0,46.8,0
2210,SOME(썸)  로스트 치킨파오(M),105,247.8,0,13.65,0
2211,SOME(썸) BBQ 콤보(L),176,661.76,0,40.48,0
2212,SOME(썸) BBQ 콤보(M),181,731.24,0,45.25,0
2213,SOME(썸) 더블 포테이토(L),197,880.59,0,43.34,0
2214,SOME(썸) 더블 포테이토(M),106,265,0,12.72,0
2215,SOME(썸) 발사믹 로스트 비프(L),181,611.78,0,41.63,0
2216,SOME(썸) 발사믹 로스트 비프(M),185,682.65,0,46.25,0
2217,SOME(썸) 수퍼슈프림(L),171,630.99,0,37.62,0
2218,SOME(썸) 수퍼슈프림(M),174,685.56,0,41.76,0
2219,SOME(썸) 직화 불고기(L),169,613.47,0,37.18,0
2220,SOME(썸) 직화 불고기(M),173,674.7,0,41.52,0
2221,SOME(썸) 칠리 쉬림프(L),169,566.15,0,38.87,0
2222,SOME(썸) 칠리 쉬림프(M),182,684.32,0,47.32,0
2223,SOME(썸) 페퍼로니(L),123,398.52,0,22.14,0
2224,SOME(썸) 페퍼로니(M),132,459.36,0,26.4,0
2225,SOME(썸) 허니크림치즈(L),124,446.4,0,22.32,0
2226,SOME(썸) 허니크림치즈(M),136,533.12,0,27.2,0
2227,갈릭스테이크 (씬) M,100,237.76,0,16.68,0
2228,"갈릭스테이크피자 (씬, L)",123,373.18,0,23.86,0
2229,"갈릭스테이크피자 (씬, M)",128,433.79,0,28.54,0
2230,"갈릭스테이크피자 (오리지널, L)",166,641.59,0,35.03,0
2231,"갈릭스테이크피자 (오리지널, M)",178,757.75,0,46.64,0
2232,갈릭스테이크피자 씬L,144,537.12,0,31.68,0
2233,갈릭스테이크피자 씬XL,180,838.8,0,50.4,0
2234,갈릭스테이크피자 팬L,182,848.12,0,50.96,0
2235,갈릭치킨바베큐 피자,103,261,0,12.67,0
2236,감자피자 씬'XL,124,438.96,0,17.36,0
2237,감자피자 씬L,148,629,0,25.16,0
2238,감자피자 팬'XL,190,891.1,0,45.6,0
2239,감자피자 팬L,152,570,0,28.88,0
2240,감자피자(씬) L,100,285.8,0,12.94,0
2241,게살몽땅(살사소스) 골드 L,166,644.39,0,22.96,0
2242,게살몽땅(살사소스) 골드 R,106,282.08,0,9.03,0
2243,게살몽땅(살사소스) 오리진 L,115,304.61,0,10.43,0
2244,게살몽땅(살사소스) 오리진 R,182,827.78,0,24.94,0
2245,게살몽땅(살사소스)_Premium gold pizza_L,134,421.42,41.42,13.87,19.81
2246,게살몽땅(살사소스)_Premium gold pizza_R,104,252.08,26.35,9.43,10.84
2247,게살몽땅(살사소스)_Premium orgin pizza_L,107,272.32,26.28,11.43,10.4
2248,게살몽땅(살사소스)_Premium orgin pizza_R,170,704,69.65,25.43,26.01
2249,게살통통피자 씬'XL,132,451.44,0,21.12,0
2250,게살통통피자 씬L,158,649.38,0,31.6,0
2251,게살통통피자 팬L,163,616.14,0,32.6,0
2252,고구마 바이트 피자,119,351.41,0,10.83,0
2253,고구마 피자,197,977.71,0,28.37,0
2254,고구마(레귤러2조각),155,664.17,0,34.1,0
2255,고구마(스크린),104,323.13,0,18.72,0
2256,고구마무스바이트(L),131,406.1,0,18.34,0
2257,고구마피자,100,243.81,0,9.19,0
2258,고구마피자,197,973.18,0,28.25,0
2259,고구마피자 L,104,272.48,0,10.4,0
2260,고구마피자 M,178,802.78,0,23.14,0
2261,고구마피자 씬'XL,134,570.84,0,18.76,0
2262,고구마피자 씬L,161,824.32,0,27.37,0
2263,고구마피자 팬'XL,103,280.16,0,13.39,0
2264,고구마피자 팬L,166,722.1,0,36.52,0
2265,고구마피자(라이스골드) F,187,837.69,0,48.12,0
2266,고구마피자(라이스골드) L,175,776.74,0,41.72,0
2267,고구마피자(라이스골드) R,130,441.67,0,24.09,0
2268,고구마피자(라이스바이트) F,195,943.1,0,49.08,0
2269,고구마피자(라이스바이트) L,185,878.69,0,45.9,0
2270,고구마피자(라이스바이트) R,147,570.87,0,28.64,0
2271,고구마피자(백미) L,121,258.66,0,10.51,0
2272,고구마피자(백미) R,197,703.23,0,24.74,0
2273,고구마피자(석쇠) F,144,498.41,0,26.78,0
2274,고구마피자(석쇠) L,130,409.33,0,21.93,0
2275,고구마피자(석쇠) R,177,765.19,0,40.94,0
2276,고구마피자(씬) L,100,296.09,0,13,0
2277,고구마피자(치즈크러스트) F,157,597.35,0,33.57,0
2278,고구마피자(치즈크러스트) L,155,606.69,0,34.01,0
2279,고구마피자(치즈크러스트) R,117,356.6,0,20.19,0
2280,고구마피자(팬) F,154,588.93,0,31.55,0
2281,고구마피자(팬) L,138,472.1,0,25.23,0
2282,고구마피자(팬) R,187,876.3,0,46.77,0
2283,고구마피자(흑미) L,121,265.44,0,10.84,0
2284,고구마피자(흑미) R,197,726.77,0,26.65,0
2285,곤졸라(스크린),101,291.14,47.04,9.31,7.26
2286,곤졸라(치크),120,413.83,43.01,23.56,16.31
2287,곤졸라(팬),105,302.47,40.1,18.26,7.67
2288,곤졸라(피타),66,155.37,11.91,8.98,7.98
2289,곤졸라(피타2조각),133,626.18,48,36.18,32.16
2290,골드 고구마 피자,127,402.84,0,13.46,0
2291,골드 고구마 피자 L,100,231.82,0,13.32,0
2292,골드 불고기 피자,118,344.68,0,11.33,0
2293,골드 불고기 피자 L,100,228.78,0,13.14,0
2294,골드 스테이크불갈비 피자,123,380.56,0,17.59,0
2295,골드 스테이크불갈비 피자 L,100,228.57,0,13.53,0
2296,골드 야채 피자,111,302.48,0,17.32,0
2297,골드 이탈리안치즈 피자,109,326.56,0,16.68,0
2298,골드 콤비네이션 피자,117,333.92,0,17.67,0
2299,골드 콤비네이션 피자 L,100,222.28,0,13.4,0
2300,골드 텐더치킨 피자,126,415.8,0,18.14,0
2301,골드 텐더치킨 피자 L,100,237.82,0,13.49,0
2302,골드 페파로니 피자,114,372.89,0,16.76,0
2303,골드 포테이토 피자,125,404.12,0,14.62,0
2304,골드 포테이토 피자 L,100,231.3,0,13.01,0
2305,골드스파이치킨피자,126,415.8,0,18.09,0
2306,골드큐브(스크린),137,510.52,62.23,21.64,19.45
2307,골드큐브(치크),169,793.54,71.01,45.33,36.42
2308,골드큐브(팬),151,623.55,79.65,24.77,22.88
2309,골드큐브(피타),122,469.86,37.21,22.74,25.56
2310,골드텐더&쉬림프 피자,128,390.78,0,17.92,0
2311,골드포테이토피자,123,400.98,0,18.76,0
2312,골든고구마(L),113,305.1,0,12.43,0
2313,골든고구마(M),104,265.2,0,11.44,0
2314,골든고구마(킹),213,1065,0,40.47,0
2315,골든고구마피자,79,166.69,0,7.11,0
2316,골든궁중떡갈비(L),116,330.6,0,16.24,0
2317,골든궁중떡갈비(M),104,254.8,0,11.44,0
2318,골든단갈릭(L),149,469.35,0,25.33,0
2319,골든단갈릭(M),134,395.3,0,22.78,0
2320,골든단호박카사(L),126,384.3,0,13.86,0
2321,골든단호박카사(M),147,470.4,0,16.17,0
2322,골든리치킨바베큐(L),133,405.65,0,19.95,0
2323,골든리치킨바비큐(M),133,432.25,0,18.62,0
2324,골든베이컨(L),109,294.3,0,15.26,0
2325,골든베이컨(M),107,288.9,0,7.49,0
2326,골든베이컨(킹),205,1025,0,51.25,0
2327,골든베이컨포테이토(L),125,387.5,0,18.75,0
2328,골든베이컨포테이토(M),124,378.2,0,8.68,0
2329,골든베이컨피자,78,161.46,0,10.14,0
2330,골든불갈비(L),118,324.5,0,17.7,0
2331,골든불갈비(M),116,313.2,0,8.12,0
2332,골든불갈비(킹),222,1110,0,57.72,0
2333,골든불갈비피자,79,163.53,0,8.69,0
2334,골든불고기(L),164,656,0,32.8,0
2335,골든불고기(M),162,648,0,14.58,0
2336,골든불고기(킹),155,573.5,0,26.35,0
2337,골든불고기피자,77,154,0,6.93,0
2338,골든빅4랑(L),125,387.5,0,18.75,0
2339,골든빅4랑피자,114,329.46,0,16.53,0
2340,골든쉬림프(L),118,318.6,0,18.88,0
2341,골든쉬림프(M),117,315.9,0,8.19,0
2342,골든쉬림프(킹),224,1108.8,0,62.72,0
2343,골든쉬림프바베큐감자피자,91,183.37,0,7.74,0
2344,골든쉬림프바비큐(L),131,399.55,0,19.65,0
2345,골든쉬림프바비큐(M),129,393.45,0,9.03,0
2346,골든슈퍼콤비(L),111,305.25,0,15.54,0
2347,골든슈퍼콤비(M),112,308,0,14.56,0
2348,골든슈퍼콤비(킹),200,1000,0,46,0
2349,골든슈퍼콤비피자,76,151.24,0,8.36,0
2350,"골든스위트피자 (씬, L)",124,436.36,0,19.96,0
2351,"골든스위트피자 (씬, M)",147,651.06,0,30.87,0
2352,"골든스위트피자 (오리지널, L)",168,672.84,0,35.95,0
2353,"골든스위트피자 (오리지널, M)",199,1067.83,0,49.15,0
2354,골든스위티치킨(L),124,334.8,0,17.36,0
2355,골든스위티치킨(M),122,329.4,0,8.54,0
2356,골든스위티치킨(킹),234,1158.3,0,58.5,0
2357,골든야채피자,81,162.81,0,8.1,0
2358,골든치즈(킹),182,928.2,0,45.5,0
2359,골든치즈피자,73,140.89,0,9.49,0
2360,골든카사바피자,94,206.8,0,6.58,0
2361,골든크런치포테이토피자,93,257.61,0,9.3,0
2362,골든통고구마피자,76,156.56,0,5.32,0
2363,골든트리플스윗피자,72,146.16,0,5.76,0
2364,골든페페로니(L),181,886.9,0,36.2,0
2365,골든페페로니(M),179,868.15,0,16.11,0
2366,골든페페로니(킹),71,319.5,0,12.78,0
2367,골든페페로니피자,77,154.77,0,6.93,0
2368,골든포테이토(L),108,275.4,0,12.96,0
2369,골든포테이토(M),116,324.8,0,16.24,0
2370,골든포테이토(킹),203,933.8,0,42.63,0
2371,골든포테이토피자,83,170.15,0,9.13,0
2372,골든포테이토휠레(L),126,390.6,0,20.16,0
2373,골든포테이토휠레(M),124,384.4,0,8.68,0
2374,골든하아이언피자,73,144.54,0,7.3,0
2375,골든핫치킨(L),117,345.15,0,17.55,0
2376,골든핫치킨(M),115,448.5,0,8.05,0
2377,골든핫치킨(킹),220,1188,0,57.2,0
2378,골든핫치킨피자,86,180.6,0,9.46,0
2379,"그릴드포테이토피자 (씬, L)",118,337.36,0,17.11,0
2380,"그릴드포테이토피자 (씬, M)",131,415.66,0,23.84,0
2381,"그릴드포테이토피자 (오리지널, L)",158,559.64,0,30.81,0
2382,"그릴드포테이토피자 (오리지널, M)",179,729.42,0,35.8,0
2383,그릴환타지 피자 냉동생지도우,138,517.5,0,27.6,0
2384,그릴환타지 피자 생지도우,141,523.11,0,29.61,0
2385,까르보네 피자,184,883.2,149.04,40.48,12.88
2386,까르보네피자,100,246.65,0,14.01,0
2387,깐쇼새우피자,108,351,0,16.2,0
2388,나폴리피자,190,1007,0,41.8,0
2389,뉴욕스페셜 오리진 L,106,288.12,0,14.26,0
2390,뉴욕스페셜 오리진 R,163,660.61,0,34.27,0
2391,뉴욕스페셜 치즈캡 L,118,354.77,0,19.02,0
2392,뉴욕스페셜 치즈캡 R,187,862.76,0,49.01,0
2393,단팥크러스트피자 L,195,867.75,0,40.95,0
2394,단팥크러스트피자 M,137,424.7,0,21.92,0
2395,단호박피자,185,810.3,0,50.28,0
2396,단호박피자 L,108,243,0,8.64,0
2397,단호박피자 M,160,536,0,16,0
2398,단호박피자(라이스골드) F,179,812.61,0,45.5,0
2399,단호박피자(라이스골드) L,169,761.19,0,39.83,0
2400,단호박피자(라이스골드) R,126,433.59,0,23.12,0
2401,단호박피자(라이스바이트) F,187,915.63,0,46.49,0
2402,단호박피자(라이스바이트) L,179,861.94,0,43.94,0
2403,단호박피자(라이스바이트) R,143,561.59,0,27.6,0
2404,단호박피자(백미) L,115,253.38,0,9.69,0
2405,단호박피자(백미) R,189,691.21,0,23.08,0
2406,단호박피자(석쇠) F,137,482.42,0,25.06,0
2407,단호박피자(석쇠) L,124,398.57,0,20.6,0
2408,단호박피자(석쇠) R,169,745.37,0,38.5,0
2409,단호박피자(치즈크러스트) F,150,579.72,0,31.6,0
2410,단호박피자(치즈크러스트) L,149,592.98,0,32.3,0
2411,단호박피자(치즈크러스트) R,113,349.36,0,19.31,0
2412,단호박피자(팬) F,147,570.99,0,29.66,0
2413,단호박피자(팬) L,131,456.74,0,23.61,0
2414,단호박피자(팬) R,179,854.46,0,44.14,0
2415,단호박피자(흑미) L,115,259.82,0,10.01,0
2416,단호박피자(흑미) R,189,713.8,0,24.91,0
2417,닭갈비 골드 L,138,453.62,0,23.15,0
2418,닭갈비 골드 R,111,295.99,0,16.31,0
2419,닭갈비 누드 L,141,474.93,0,22.26,0
2420,닭갈비 누드 R,114,309.85,0,15.78,0
2421,닭갈비 오리진 L,120,339.65,0,17.73,0
2422,닭갈비 오리진 R,193,879.88,0,50.26,0
2423,닭갈비 치즈캡 L,132,411.69,0,23.03,0
2424,닭갈비 치즈캡 R,109,279.03,0,17.02,0
2425,닭갈비 쿠키 L,147,575.6,0,24.2,0
2426,닭갈비 쿠키 R,119,378.88,0,17.17,0
2427,닭안심살피자,110,462,0,15.4,0
2428,더 스페셜 까망베르  M,151,536.05,0,25.22,0
2429,더 스페셜 데미그라스 비프 M,169,672.62,0,33.8,0
2430,더 스페셜 바질 씨푸드 M,166,589.3,0,31.04,0
2431,더 스페셜 쏘핫 치킨  M,176,642.4,0,33.44,0
2432,더 스페셜 크림 치킨 M,181,684.18,0,34.39,0
2433,더 스페셜 텐더 비프 M,169,670.93,0,30.42,0
2434,더블데커(킹),171,880.65,0,29.07,0
2435,더블바베큐피자 M,160,608,0,25.6,0
2436,더블바베큐피자(L),200,949.6,0,46,0
2437,더블크러스트 패스츄리,128,505.6,0,19.2,0
2438,더블크러스트 패스트리 M,100,307.29,0,12.94,0
2439,"더블크러스트 프리모(더블,L)",115,457.24,0,19.55,0
2440,더스페셜 골든포테이토(M),201,916.56,0,34.17,0
2441,더스페셜 크림 치킨(M),163,616.14,0,30.97,0
2442,데리 치킨 피자,107,259.48,0,15.41,0
2443,데리치킨&불고기 바이트 피자,92,257.42,0,8.65,0
2444,데리콤비디럭스엣지,113,334.48,0,16.27,0
2445,도이치바이트 피자,188,1005.8,133.48,45.12,33.84
2446,"도이치휠레 (나폴리,L)",158,567.85,0,32.39,0
2447,도이치휠레 (오리지널) M,100,230.08,0,12.24,0
2448,"도이치휠레피자 (씬, L)",139,474.82,0,27.8,0
2449,"도이치휠레피자 (씬, M)",156,580.01,0,30.42,0
2450,"도이치휠레피자 (오리지널, L)",184,720.36,0,38.64,0
2451,"도이치휠레피자 (오리지널, M)",104,247.62,0,13.62,0
2452,디럭스치즈 라이스골드L,136,541.12,0,32.54,0
2453,디럭스치즈 라이스골드R,103,316.17,0,18.95,0
2454,디럭스치즈 라이스바이트L,146,626.34,0,36.37,0
2455,디럭스치즈 라이스바이트R,120,426.67,0,23.22,0
2456,디럭스치즈 백미떡도우L,165,553.72,0,28.97,0
2457,디럭스치즈 백미떡도우R,143,416.69,0,17.35,0
2458,디럭스치즈 석쇠L,183,984.17,0,62.09,0
2459,디럭스치즈 석쇠R,123,451.08,0,28.13,0
2460,디럭스치즈 치즈크러스트L,116,400.71,0,25.55,0
2461,디럭스치즈 치즈크러스트R,180,979.2,0,61.69,0
2462,디럭스치즈 팬R,133,536.03,0,32.93,0
2463,디럭스치즈 흑미떡도우L,165,572.2,0,29.86,0
2464,디럭스치즈 흑미떡도우R,133,536.03,0,32.93,0
2465,디럭스치즈피자(라이스골드) F,143,567.05,0,36.88,0
2466,디럭스치즈피자(라이스바이트) F,151,652.65,0,38.08,0
2467,디럭스치즈피자(석쇠) F,101,297.65,0,18.85,0
2468,디럭스치즈피자(치즈크러스트) F,114,375.13,0,24.44,0
2469,디럭스치즈피자(팬) F,111,367.41,0,22.8,0
2470,디럭스피자 씬'XL,141,693.72,0,38.07,0
2471,디럭스피자 씬L,150,787.5,0,43.5,0
2472,디럭스피자 팬L,174,876.96,0,48.72,0
2473,떡갈비 골드 L,132,476.2,0,23.83,0
