id,name,serving_sie,calorie,carbohydrate,protein,fat
2474,떡갈비 골드 R,102,291.61,0,15.46,0
2475,떡갈비 누드 L,135,497.98,0,23.04,0
2476,떡갈비 누드 R,105,305.59,0,15.02,0
2477,떡갈비 오리진 L,114,359.2,0,18.31,0
2478,떡갈비 오리진 R,175,865.15,0,47.2,0
2479,떡갈비 치즈캡 L,127,436.79,0,23.78,0
2480,떡갈비 쿠키 L,141,597.29,0,25.02,0
2481,떡갈비 쿠키 R,110,371.39,0,16.38,0
2482,랍스타 골드L,131,414.84,0,20.74,0
2483,랍스타 골드R,179,720.45,0,39.37,0
2484,랍스타 누드 L,151,607.88,0,27.31,0
2485,랍스타 누드 R,105,291.07,0,13.77,0
2486,랍스타 라이스골드L,165,704.9,0,41.12,0
2487,랍스타 라이스골드R,123,404.17,0,23.68,0
2488,랍스타 라이스바이트L,175,802.08,0,45.33,0
2489,랍스타 라이스바이트R,140,528.07,0,28.28,0
2490,랍스타 백미떡도우L,111,218.81,0,10.84,0
2491,랍스타 백미떡도우R,183,612.43,0,25.62,0
2492,랍스타 석쇠L,120,357.89,0,21.55,0
2493,랍스타 석쇠R,163,668.28,0,40.05,0
2494,랍스타 오리진L,110,290.14,0,14.96,0
2495,랍스타 오리진R,151,503.48,0,28.95,0
2496,랍스타 치즈캡L,126,379.51,0,21.33,0
2497,랍스타 치즈캡R,175,685.42,0,42.62,0
2498,랍스타 치즈크러스트L,145,543.42,0,33.38,0
2499,랍스타 치즈크러스트R,110,322.99,0,19.78,0
2500,랍스타 쿠키 L,158,744.16,0,29.92,0
2501,랍스타 쿠키 R,110,356.17,0,15.07,0
2502,랍스타 팬L,127,413.33,0,24.6,0
2503,랍스타 팬R,173,772.08,0,45.76,0
2504,랍스타 흑미떡도우L,111,225.03,0,11.14,0
2505,랍스타 흑미떡도우R,183,634.28,0,25.62,0
2506,랍스타피자(라이스골드) F,176,757.4,0,47.48,0
2507,랍스타피자(라이스바이트) F,184,857.46,0,48.59,0
2508,랍스타피자(석쇠) F,134,440.31,0,26.6,0
2509,랍스타피자(치즈크러스트) F,147,533.39,0,33.27,0
2510,랍스타피자(팬) F,144,525.31,0,31.29,0
2511,레드썬치킨피자 씬'XL,161,660.1,0,33.81,0
2512,레드썬치킨피자 씬L,129,423.12,0,21.93,0
2513,레드썬치킨피자 팬L,148,535.76,0,25.16,0
2514,레이디한우피자 L,193,853.06,0,61.76,0
2515,레이디한우피자 M,150,513,0,31.5,0
2516,"로맨틱콤보(L, 골드엣지)",146,557.72,0,23.36,0
2517,"로맨틱콤보(L, 에그타르트엣지)",146,570.86,0,21.9,0
2518,"로맨틱콤보(L, 오리진엣지)",126,414.54,0,17.64,0
2519,"로맨틱콤보(L, 치즈캡엣지)",141,516.06,0,23.97,0
2520,"로맨틱콤보(L, 크림치즈엣지)",152,601.92,0,22.8,0
2521,"로맨틱콤보(L, 해쉬브라운엣지)",148,589.04,0,22.2,0
2522,"로맨틱콤보(R, 골드엣지)",188,904.28,0,41.36,0
2523,"로맨틱콤보(R, 에그타르트엣지)",188,930.6,0,37.6,0
2524,"로맨틱콤보(R, 오리진엣지)",160,659.2,0,30.4,0
2525,"로맨틱콤보(R, 치즈캡엣지)",184,864.8,0,44.16,0
2526,"로맨틱콤보(R, 크림치즈엣지)",195,975,0,39,0
2527,"로맨틱콤보(R, 해쉬브라운엣지)",191,962.64,0,40.11,0
2528,로맨틱콤보(해쉬브라운 엣지) L,148,589.04,0,22.2,0
2529,로맨틱콤보(해쉬브라운 엣지) R,191,962.64,0,40.11,0
2530,로인크레페피자,100,250,33,16,6
2531,"리얼바비큐(나,L)",110,306.9,0,16.5,0
2532,"리얼바비큐(씬,L)",189,1001.7,0,62.37,0
2533,"리얼바비큐(오,L)",141,509.01,0,23.97,0
2534,리치골드  스파이시치킨 F,149,476.8,0,25.33,0
2535,리치골드  스파이시치킨 M,136,401.2,0,21.62,0
2536,리치골드  스파이시치킨 오리지널 F,149,505.11,0,26.67,0
2537,리치골드  스파이시치킨 오리지널 M,136,409.36,0,21.62,0
2538,리치골드  치즈 F,117,338.13,0,17.32,0
2539,리치골드  치즈 M,111,305.25,0,15.43,0
2540,리치골드 더블 바비큐(L),125,373.75,0,18.75,0
2541,리치골드 더블 바비큐(M),121,353.32,0,18.15,0
2542,리치골드 더블바비큐 F,139,415.61,0,20.99,0
2543,리치골드 더블바비큐 M,134,391.28,0,20.1,0
2544,리치골드 바비큐 치킨(L),129,393.45,0,19.35,0
2545,리치골드 바비큐 치킨(M),122,361.12,0,18.3,0
2546,리치골드 바비큐치킨 F,100,237.21,0,12.27,0
2547,리치골드 베이컨 포테이토(L),133,446.88,0,19.95,0
2548,리치골드 베이컨 포테이토(M),125,397.5,0,17.5,0
2549,리치골드 베이컨포테이토 F,100,246.01,0,11.93,0
2550,리치골드 수퍼 슈프림(L),121,363,0,18.15,0
2551,리치골드 수퍼 슈프림(M),113,319.79,0,15.82,0
2552,리치골드 스파이시치킨 마일드 F,147,539.49,0,26.17,0
2553,리치골드 스파이시치킨 마일드 M,135,448.2,0,21.06,0
2554,리치골드 야채 F,122,323.3,0,15.62,0
2555,리치골드 야채 M,116,295.8,0,14.15,0
2556,리치골드 직화불고기(L),122,358.68,N/A,18.3,N/A
2557,리치골드 직화불고기(M),118,339.84,N/A,17.7,N/A
2558,리치골드 코코넛 쉬림프 F,149,506.6,0,22.65,0
2559,리치골드 코코넛 쉬림프 M,151,526.99,0,24.46,0
2560,리치골드 페퍼로니 F,114,307.8,0,14.71,0
2561,리치골드 페퍼로니 M,108,278.64,0,13.28,0
2562,리치골드 하와이안 F,121,335.17,0,15.97,0
2563,리치골드 하와이안 M,115,305.9,0,14.49,0
2564,리치골드ll 더블바비큐 F,154,503.58,0,23.1,0
2565,리치골드ll 더블바비큐 M,148,470.64,0,21.46,0
2566,리치골드ll 바비큐 치킨 F,157,522.81,0,23.08,0
2567,리치골드ll 바비큐 치킨 M,150,481.5,0,21.3,0
2568,리치골드ll 베이컨 포테이토 F,162,589.68,0,24.46,0
2569,리치골드ll 베이컨 포테이토 M,152,521.36,0,21.13,0
2570,리치골드ll 수퍼 슈프림 F,149,488.72,0,21.75,0
2571,리치골드ll 수퍼 슈프림 M,139,429.51,0,18.63,0
2572,리치골드ll 스파이시치킨 F,164,569.08,0,28.37,0
2573,리치골드ll 스파이시치킨 M,150,481.5,0,22.95,0
2574,리치골드ll 스파이시치킨 마일드 F,162,633.42,0,27.86,0
2575,리치골드ll 스파이시치킨 마일드 M,148,528.36,0,22.5,0
2576,리치골드ll 스파이시치킨 오리지널 F,164,595.32,0,28.37,0
2577,리치골드ll 스파이시치킨 오리지널 M,150,501,0,22.95,0
2578,리치골드ll 야채 F,137,401.41,0,17.26,0
2579,리치골드ll 야채 M,129,361.2,0,15.22,0
2580,리치골드ll 직화 불고기 F,150,483,0,22.8,0
2581,리치골드ll 직화 불고기 M,144,450.72,0,21.17,0
2582,리치골드ll 치즈 F,131,415.27,0,19.13,0
2583,리치골드ll 치즈 M,124,372,0,16.74,0
2584,리치골드ll 코코넛 쉬림프 F,164,603.52,0,24.6,0
2585,리치골드ll 코코넛 쉬림프 M,165,618.75,0,26.07,0
2586,리치골드ll 페퍼로니 F,128,381.44,0,16.26,0
2587,리치골드ll 페퍼로니 M,121,343.64,0,14.4,0
2588,리치골드ll 하와이안 M,129,375.39,0,15.74,0
2589,리치골드미니 바비큐 치킨,162,584.82,0,26.24,0
2590,리치골드미니베이컨 포테이토,159,585.12,0,24.8,0
2591,리치골드미니수퍼 슈프림,158,567.22,0,25.28,0
2592,리치골드미니스파이시 치킨,161,589.26,0,26.57,0
2593,리치골드미니스파이시 치킨,178,633.68,0,28.48,0
2594,리치골드미니직화 불고기,156,555.36,0,25.9,0
2595,리치골드베이컨 포테이토 F,148,497.28,0,22.5,0
2596,리치골드베이컨 포테이토 M,138,438.84,0,19.73,0
2597,리치골드수퍼 슈프림 F,135,405,0,19.98,0
2598,리치골드수퍼 슈프림 M,126,356.58,0,17.39,0
2599,리치골드직화 불고기 F,136,399.84,0,20.94,0
2600,리치골드직화 불고기 M,131,377.28,0,19.78,0
2601,리치바이트(L),120,330,0,14.4,0
2602,리치바이트(킹),188,799,0,35.72,0
2603,리치바이트피자,88,201.52,0,7.92,0
2604,마루 콤비네이션 피자,177,765.7,0,41.6,0
2605,메가불고기더블(L),121,465.85,0,19.36,0
2606,멕시칸바이트 피자,196,1029,141.12,58.8,25.48
2607,멕시칸칠리 오리진 L,112,330.57,0,14.61,0
2608,멕시칸칠리 오리진 R,176,780.07,0,37.4,0
2609,멕시칸칠리 치즈캡 L,124,401.76,0,19.49,0
2610,멕시칸칠리 치즈캡 R,100,249.66,0,13.22,0
2611,명품쌀피자 불고기 피자 L,100,244.07,0,14.62,0
2612,명품쌀피자 슈퍼콤비네이션 피자 L,100,249.08,0,14.21,0
2613,명품쌀피자 야채피자 L,100,253.39,0,14.06,0
2614,명품쌀피자 치즈피자 L,100,273.96,0,14.91,0
2615,명품쌀피자 페파로니 피자 L,100,274.35,0,16.12,0
2616,명품쌀피자 포테이토 피자 L,100,232.48,0,11.03,0
2617,미스터피자콤보 오리진 L,117,330.59,0,16.85,0
2618,미스터피자콤보 오리진 R,181,831.73,0,41.95,0
2619,미스터피자콤보 치즈캡 L,129,401.71,0,22.02,0
2620,미스터피자콤보 치즈캡 R,102,262.96,0,14.46,0
2621,바베큐폭립 피자,104,286,38.48,14.56,8.32
2622,바베큐휠레피자,113,296.06,0,18.25,0
2623,바사크브런치(스크린),123,409.34,0,17.34,0
2624,바사크브런치(피타),110,381.37,0,15.51,0
2625,바사크새우(스크린),111,340.55,0,19.76,0
2626,바사크새우(피타2조각),180,924.84,0,52.2,0
2627,바이트골드피자 L,131,366.8,0,20.96,0
2628,발사믹피자 F,163,704.26,0,41.79,0
2629,발사믹피자 L,151,607.02,0,35.32,0
2630,발사믹피자 R,117,373.66,0,20.87,0
2631,밤고구마 라이스골드,146,447.92,0,25.69,0
2632,밤고구마 라이스바이트,162,580.93,0,28.43,0
2633,밤고구마 백미떡도우,114,244.05,0,9.81,0
2634,밤고구마 석쇠,104,211.98,0,11.86,0
2635,밤고구마 치즈크러스트,132,353.48,0,21.55,0
2636,밤고구마 팬,109,234.83,0,13.08,0
2637,밤고구마 흑미떡도우,114,250.86,0,10.36,0
2638,밤스위트골드 F,171,772.97,0,47.11,0
2639,밤스위트골드 L,100,255.67,0,14.3,0
2640,밤스위트골드L,155,668.31,0,39.09,0
2641,밤스위트골드R,116,384.11,0,23.39,0
2642,밤호박 라이스골드,136,418.65,0,23.52,0
2643,밤호박 라이스바이트,152,546.64,0,26.21,0
2644,밤호박 백미떡도우,104,223.72,0,8.63,0
2645,밤호박 석쇠,94,192.57,0,10.43,0
2646,밤호박 치즈크러스트,122,327.96,0,19.54,0
2647,밤호박 팬,99,214.31,0,11.58,0
2648,밤호박 흑미떡도우,104,229.93,0,9.13,0
2649,버섯야채피자 씬'XL,158,717.32,0,37.92,0
2650,버섯야채피자 씬L,168,813.12,0,43.68,0
2651,버섯야채피자 팬L,129,442.47,0,24.51,0
2652,버섯야채피자(씬) L,100,287.6,0,15,0
2653,베이컨살라미(레귤러),70,128.02,16.2,6.59,4.1
2654,베이컨살라미(스크린),121,424.43,42.27,23.04,18.13
2655,베이컨살라미(팬),123,406.32,64.51,13.48,10.45
2656,베이컨살라미(피타),91,257.66,20.83,12.97,13.58
2657,베이컨수프림(레귤러),141,537.07,0,30.03,0
2658,베이컨수프림(스크린),141,537.14,57.63,30.1,20.69
2659,베이컨수프림(치크),189,965.24,72.13,67.06,45.34
2660,베이컨수프림(팬),170,771.98,83.12,42.6,29.9
2661,베이컨수프림(피타),134,543.99,40.02,32.52,28.2
2662,"베이컨체다치즈 (나폴리,L)",191,1002.37,0,56.54,0
2663,"베이컨체다치즈 (나폴리,L)",96,251.9,0,14.21,0
2664,"베이컨체다치즈 (씬,L) 1조각",88,264.79,0,15.58,0
2665,베이컨체다치즈(스몰피자),148,618.64,0,28.12,0
2666,"베이컨체다치즈피자 (씬, M)",116,473.16,0,31.55,0
2667,"베이컨체다치즈피자 (오리지널, L)",127,436.5,0,24.26,0
2668,"베이컨체다치즈피자 (오리지널, M)",142,571.69,0,29.82,0
2669,베이컨포테이토바이트(L),134,422.1,0,26.8,0
2670,베이컨포테이토바이트피자,90,213.3,0,10.8,0
2671,베지테리안 오리진 L,103,249.04,0,12.22,0
2672,베지테리안 오리진 R,156,586.94,0,29.2,0
2673,베지테리안 치즈캡 L,116,313.94,0,16.85,0
2674,베지테리안 치즈캡 R,180,778.2,0,43.03,0
2675,볶은김치불고기(L),134,428.8,0,20.1,0
2676,볶은김치불고기(M),132,422.4,0,9.24,0
2677,불갈비바이트(L),122,335.5,0,19.52,0
2678,불갈비바이트(킹),231,1155,0,64.68,0
2679,불갈비바이트피자,91,215.67,0,8.19,0
2680,불갈비피자,189,899.64,0,51.37,0
2681,불갈비피자(L),188,796.3,0,45.47,0
2682,불갈비피자[R],147,487.04,0,25.6,0
2683,"불고기 (나폴리,L)",104,251.37,0,16.33,0
2684,"불고기 (씬,L)",92,241.04,0,14.17,0
2685,"불고기 (오리지널,L)",126,421.34,0,22.68,0
2686,불고기 바이트 피자,110,297.11,0,10.56,0
2687,불고기 피자,180,802.8,0,34.74,0
2688,불고기 피자(씬) L,100,286.37,0,17.48,0
2689,불고기(레귤러),58,84.32,9.6,5.24,2.77
2690,불고기(레귤러2조각),117,340.12,0,21.18,0
2691,불고기(스몰피자),151,578.33,0,28.69,0
2692,불고기(스크린),101,277.01,27.81,15.38,11.59
2693,불고기(치크),134,455.23,50.61,28.01,15.61
2694,불고기(팬),119,358.09,59.35,12.72,7.77
2695,불고기(피타),71,143.14,11.13,8.67,7.1
2696,불고기피자,100,233.74,0,12,0
2697,불고기피자,179,791.18,0,37.8,0
2698,"불고기피자  (씬, L)",184,963.98,0,56.67,0
2699,"불고기피자 (씬, M)",146,627.51,0,40.3,0
2700,"불고기피자 (오리지널, L)",126,421.34,0,22.68,0
2701,"불고기피자 (오리지널, M)",150,596.7,0,30,0
2702,불고기피자 L,188,761.4,0,48.88,0
2703,불고기피자 M,147,465.99,0,26.46,0
2704,불고기피자 씬'XL,160,784,0,43.2,0
2705,불고기피자 씬L,171,894.33,0,49.59,0
2706,불고기피자 오리진 L,102,268.63,0,14.35,0
2707,불고기피자 오리진 R,164,651.15,0,40.79,0
2708,불고기피자 치즈캡 L,114,333.12,0,19.07,0
2709,불고기피자 치즈캡 R,188,851.89,0,56.51,0
2710,불고기피자 팬'XL,164,711.76,0,47.56,0
2711,불고기피자 팬L,131,455.88,0,30.13,0
2712,불고기피자(L),188,761.05,0,47.94,0
2713,불고기피자[R],147,465.48,0,26.99,0
2714,빙고슈프림 피자(씬) L,100,304.12,0,15.84,0
2715,빙고슈프림피자 씬'XL,157,758.31,0,37.68,0
2716,빙고슈프림피자 씬L,167,861.72,0,41.75,0
2717,수제 소시지 피자,162,779.22,0,32.89,0
2718,수퍼수프림(스크린),126,415.93,0,13.86,0
2719,수퍼슈프림(레귤러),71,127.92,15.75,7.61,3.83
2720,수퍼슈프림(치크),151,602.49,71.14,32.29,20.98
2721,수퍼슈프림(팬),125,403.28,66.25,11.72,10.16
2722,수퍼슈프림(피타),98,272.38,25.78,14.99,12.14
2723,"쉬림푸스 (나폴리,L)",135,415.93,0,25.65,0
2724,쉬림푸스 (씬) M,100,230.1,0,14.64,0
2725,"쉬림푸스 (씬, L)",114,331.85,0,19.84,0
2726,"쉬림푸스 (오리지널,L)",160,587.52,0,31.84,0
2727,"쉬림푸스피자 (씬, M)",140,482.3,0,29.68,0
2728,"쉬림푸스피자 (오리지널, M)",192,842.5,0,46.46,0
2729,쉬림프 누드 L,131,418.41,0,11.18,0
2730,쉬림프 누드 R,111,293.25,0,8.55,0
2731,쉬림프 오리진 L,110,292.17,0,8.28,0
2732,쉬림프 오리진 R,187,824.06,0,25.74,0
2733,쉬림프골드,129,352.64,0,23.67,0
2734,쉬림프골드 L,143,473.29,0,23.76,0
2735,쉬림프골드 R,187,804.38,0,44.15,0
2736,쉬림프디럭스엣지,114,313.96,0,13.68,0
2737,"슈퍼디럭스 (나폴리,L)",122,342.82,0,19.89,0
2738,"슈퍼디럭스 (씬,L)",107,290.18,0,18.83,0
2739,"슈퍼디럭스 (오리지널,L)",148,517.11,0,26.94,0
2740,슈퍼디럭스(스몰피자),166,690.56,0,34.86,0
2741,"슈퍼디럭스피자 (씬, M)",115,337.07,0,20.7,0
2742,"슈퍼디럭스피자 (오리지널, M)",166,660.68,0,35.86,0
2743,"슈퍼슈프림 (나폴리,L)",132,348.35,0,22.57,0
2744,"슈퍼슈프림 (씬,L)",117,342.11,0,20.12,0
2745,"슈퍼슈프림 (오리지널,L)",157,562.22,0,29.36,0
2746,슈퍼슈프림 라이스골드L,155,654.72,0,38.35,0
2747,슈퍼슈프림 라이스골드R,117,380.69,0,22.38,0
2748,슈퍼슈프림 라이스바이트L,165,748.31,0,42.42,0
2749,슈퍼슈프림 라이스바이트R,134,501.13,0,26.89,0
2750,슈퍼슈프림 백미떡도우L,102,196.17,0,9.78,0
2751,슈퍼슈프림 백미떡도우R,171,561.29,0,23.53,0
2752,슈퍼슈프림 석쇠L,110,322.76,0,19.55,0
2753,슈퍼슈프림 석쇠R,151,609.39,0,36.74,0
2754,슈퍼슈프림 치즈크러스트L,155,654.72,0,38.35,0
2755,슈퍼슈프림 치즈크러스트R,104,302.04,0,18.57,0
2756,슈퍼슈프림 팬L,118,378.37,0,22.63,0
2757,슈퍼슈프림 팬R,161,708.19,0,42.2,0
2758,슈퍼슈프림 흑미떡도우L,102,201.88,0,10.06,0
2759,슈퍼슈프림 흑미떡도우R,171,581.71,0,25.19,0
2760,슈퍼슈프림(스몰피자),178,736.92,0,37.38,0
2761,"슈퍼슈프림피자 (씬, L)",117,352.29,0,20.12,0
2762,"슈퍼슈프림피자 (씬, M)",127,398.4,0,24.64,0
2763,"슈퍼슈프림피자 (오리지널, L)",157,557.19,0,29.36,0
2764,"슈퍼슈프림피자 (오리지널, M)",177,706.41,0,40.18,0
2765,슈퍼슈프림피자(라이스골드) F,163,681.57,0,43.15,0
2766,슈퍼슈프림피자(라이스바이트) F,172,780.55,0,44.57,0
2767,슈퍼슈프림피자(석쇠) F,121,382.72,0,23.41,0
2768,슈퍼슈프림피자(치즈크러스트) F,134,469.87,0,29.64,0
2769,슈퍼슈프림피자(팬) F,131,461.91,0,27.81,0
2770,슈퍼콤비네이션피자 L,184,804.08,0,47.84,0
2771,슈퍼콤비네이션피자 M,135,433.35,0,25.65,0
2772,"스위스퐁듀피자 (더블, L)",144,625.82,0,28.37,0
2773,"스위스퐁듀피자 (더블, M)",155,737.18,0,35.19,0
2774,"스위스퐁듀피자 (씬, L)",104,315.85,0,16.85,0
2775,"스위스퐁듀피자 (씬, M)",120,430.92,0,24.96,0
2776,"스위스퐁듀피자 (오리지널, L)",142,546.13,0,25.84,0
2777,"스위스퐁듀피자 (오리지널, M)",169,778.41,0,33.29,0
2778,"스위트 히든엣지(오리지널,L)",165,664.09,0,28.43,0
2779,스위트골드(스크린),129,443.11,0,20.12,0
2780,스위트골드(팬),129,443.08,71.46,14.16,11.16
2781,스위트골드(피타),117,373.46,0,16.03,0
2782,스위트골드피자 L,199,827.84,0,55.72,0
2783,스위트골드피자 M,152,483.36,0,28.88,0
2784,스위트포테이토(레귤러),77,164.99,17.79,8.46,6.66
2785,스위트포테이토(스크린),104,323.14,29.34,18.73,14.54
2786,스위트포테이토(치크),138,534.36,51.88,26.85,24.38
2787,스위트포테이토(팬),123,409.08,63.74,12.81,11.45
2788,스위트포테이토(피타),85,237.63,17.81,11.92,13.19
2789,스위티피자 오리진 L,137,488.61,0,14.49,0
2790,스위티피자 오리진 R,184,848.86,0,27.69,0
2791,스위티피자 치즈캡 L,149,574.39,0,19.73,0
2792,스위티피자 치즈캡 R,104,269.06,0,10.52,0
2793,스윗나마스떼(스크린),130,418.7,57.06,16.73,13.73
2794,스윗나마스떼(치크),180,843.07,70.87,52.01,39.01
2795,스윗나마스떼(팬),162,667.07,81.17,29.93,24.74
2796,스윗나마스떼(피타),116,358.91,33.72,16.64,17.5
2797,스테이크 불갈비 바이트 피자,115,330.62,0,16.44,0
2798,스테이크 불갈비 피자,190,913.33,0,54.53,0
2799,스테이크+불새피자,101,251.69,0,15.45,0
2800,스테이크새우피자(L),204,945.6,0,54.04,0
2801,스테이크새우피자[R],160,582.4,0,28.08,0
2802,스테이크피자,175,803.25,105,36.75,26.25
2803,스페셜쌀피자 고구마피자 L,100,242.48,0,9.61,0
2804,스페셜쌀피자 단호박피자 L,100,242.87,0,10.94,0
2805,스페셜쌀피자 도이치소시지피자 L,100,275.7,0,15.14,0
2806,스페셜쌀피자 스위트골드피자 L,100,234.92,0,13.3,0
2807,스피나치오크레마(스크린),131,395.41,56.26,18.66,10.64
2808,스피나치오크레마(치크),152,548.08,88.1,37.92,19.35
2809,스피나치오크레마(팬),134,407.33,63.29,19.46,8.48
2810,스피나치오크레마(피타),109,298.62,30.58,15.66,12.63
2811,시크릿가든 누드 R,106,269.64,0,8.96,0
2812,시크릿가든 오리진 L,115,355.39,0,10.97,0
2813,시크릿가든 오리진 R,177,745.28,0,27.03,0
2814,시크릿가든 치즈캡 R,101,240.96,0,10.33,0
2815,시크릿가든 쿠키 R,111,334.08,0,10.03,0
2816,씨크릿가든_Premium gold pizza_L,133,471.76,68.6,15.34,15.15
2817,씨크릿가든_Premium gold pizza_R,103,256.71,41.42,9.58,5.86
2818,"씨푸드 퐁듀(L, 나폴리도우)",104,234,0,11.44,0
2819,"씨푸드 퐁듀(L, 씬도우)",170,690.2,0,32.3,0
2820,"씨푸드 퐁듀(L, 오리지널도우)",127,355.6,0,16.51,0
2821,"씨푸드 퐁듀(M, 나폴리도우)",161,547.4,0,25.76,0
2822,"씨푸드 퐁듀(M, 씬도우)",160,561.6,0,27.2,0
2823,"씨푸드 퐁듀(M, 오리지널도우)",206,910.52,0,43.26,0
2824,씨푸드골드피자 L,122,335.5,0,17.08,0
2825,씨푸드골드피자 M,205,947.1,0,32.8,0
2826,씨푸드골드피자[R],205,948.08,0,32.38,0
2827,씨푸드아일랜드2 골드 L,132,452.15,0,21.69,0
2828,씨푸드아일랜드2 골드 R,123,383.2,0,21.68,0
2829,씨푸드아일랜드2 누드 L,136,476.9,0,21,0
2830,씨푸드아일랜드2 누드 R,125,395.86,0,20.97,0
2831,씨푸드아일랜드2 오리진 L,115,341.4,0,16.6,0
2832,씨푸드아일랜드2 오리진 R,108,294.67,0,17.23,0
2833,씨푸드아일랜드2 치즈캡 L,127,413.66,0,21.72,0
2834,씨푸드아일랜드2 치즈캡 R,120,361.06,0,22.26,0
2835,씨푸드아일랜드2 쿠키 L,141,571.61,0,22.73,0
2836,씨푸드아일랜드2 쿠키 R,131,475.9,0,22.74,0
2837,씨푸드앤갈릭포테이토(L),137,411,0,21.92,0
2838,씨푸드앤갈릭포테이토(M),136,408,0,10.88,0
2839,씨푸드앤갈릭포테이토(킹),259,1424.5,0,75.11,0
2840,씨푸뜨아(스크린),122,401.88,43.12,21.02,16.15
